,A,reg_number,date,values,mpal,stops
5289,"Razem 27,3 0 14138 / 15406 8 871,75 PLN",WWL4795P,08-07-24,"['27,3', '0', '14138', '/', '15406', '8', '871,75', 'PLN']","27,3",8
5307,"Razem 24,7 0 15295 / 16687 3 601,56 PLN",WWL4795P,09-07-24,"['24,7', '0', '15295', '/', '16687', '3', '601,56', 'PLN']","24,7",3
5335,"Razem 24,3 0 9557 / 10795 12 951,44 PLN",WWL4795P,09-07-24,"['24,3', '0', '9557', '/', '10795', '12', '951,44', 'PLN']","24,3",12
5361,"Razem 24,2 0 14444 / 15440 7 644,95 PLN",WWL4795P,10-07-24,"['24,2', '0', '14444', '/', '15440', '7', '644,95', 'PLN']","24,2",7
5372,"Razem 25,1 0 9361 / 11569 13 937,38 PLN",WWL4795P,10-07-24,"['25,1', '0', '9361', '/', '11569', '13', '937,38', 'PLN']","25,1",13
5420,"Razem 25,2 0 9371 / 13380 8 807,35 PLN",WWL4795P,11-07-24,"['25,2', '0', '9371', '/', '13380', '8', '807,35', 'PLN']","25,2",8
5439,"Razem 26,0 0 11430 / 14283 12 1.074,57 PLN",WWL4795P,11-07-24,"['26,0', '0', '11430', '/', '14283', '12', '1.074,57', 'PLN']","26,0",12
5480,"Razem 23,2 0 7760 / 9863 6 598,32 PLN",WWL4795P,12-07-24,"['23,2', '0', '7760', '/', '9863', '6', '598,32', 'PLN']","23,2",6
5500,"Razem 21,4 0 8596 / 0 10 725,37 PLN",WWL4795P,12-07-24,"['21,4', '0', '8596', '/', '0', '10', '725,37', 'PLN']","21,4",10
5523,"Razem 23,5 0 5754 / 11569 6 689,26 PLN",WWL4795P,15-07-24,"['23,5', '0', '5754', '/', '11569', '6', '689,26', 'PLN']","23,5",6
5547,"Razem 26,6 0 6906 / 9409 9 713,70 PLN",WWL4795P,15-07-24,"['26,6', '0', '6906', '/', '9409', '9', '713,70', 'PLN']","26,6",9
5565,"Razem 24,5 0 9495 / 12382 4 589,50 PLN",WWL4795P,16-07-24,"['24,5', '0', '9495', '/', '12382', '4', '589,50', 'PLN']","24,5",4
5605,"Razem 24,8 0 10218 / 10762 9 863,56 PLN",WWL4795P,16-07-24,"['24,8', '0', '10218', '/', '10762', '9', '863,56', 'PLN']","24,8",9
5632,"Razem 26,3 0 11504 / 14576 5 755,04 PLN",WWL4795P,17-07-24,"['26,3', '0', '11504', '/', '14576', '5', '755,04', 'PLN']","26,3",5
5669,"Razem 25,7 0 11348 / 12619 11 944,19 PLN",WWL4795P,17-07-24,"['25,7', '0', '11348', '/', '12619', '11', '944,19', 'PLN']","25,7",11
5687,"Razem 19,5 0 12542 / 13525 3 441,92 PLN",WWL4795P,18-07-24,"['19,5', '0', '12542', '/', '13525', '3', '441,92', 'PLN']","19,5",3
5699,"Razem 24,2 0 9344 / 11980 13 1.019,61 PLN",WWL4795P,18-07-24,"['24,2', '0', '9344', '/', '11980', '13', '1.019,61', 'PLN']","24,2",13
5744,"Razem 28,0 0 10525 / 12717 4 610,03 PLN",WWL4795P,19-07-24,"['28,0', '0', '10525', '/', '12717', '4', '610,03', 'PLN']","28,0",4
5766,"Razem 25,3 0 9476 / 10488 15 890,41 PLN",WWL4795P,19-07-24,"['25,3', '0', '9476', '/', '10488', '15', '890,41', 'PLN']","25,3",15
5805,"Razem 25,7 0 12123 / 14052 6 793,59 PLN",WWL4795P,22-07-24,"['25,7', '0', '12123', '/', '14052', '6', '793,59', 'PLN']","25,7",6
5827,"Razem 25,1 0 9130 / 0 13 992,63 PLN",WWL4795P,22-07-24,"['25,1', '0', '9130', '/', '0', '13', '992,63', 'PLN']","25,1",13
5855,"Razem 16,4 0 11095 / 11095 4 386,98 PLN",WWL4795P,24-07-24,"['16,4', '0', '11095', '/', '11095', '4', '386,98', 'PLN']","16,4",4
5873,"Razem 26,3 0 7666 / 13592 7 730,25 PLN",WWL4795P,24-07-24,"['26,3', '0', '7666', '/', '13592', '7', '730,25', 'PLN']","26,3",7
5892,"Razem 23,9 0 15412 / 15412 4 392,78 PLN",WWL4795P,25-07-24,"['23,9', '0', '15412', '/', '15412', '4', '392,78', 'PLN']","23,9",4
5943,"Razem 24,1 0 10236 / 11782 16 1.057,96 PLN",WWL4795P,25-07-24,"['24,1', '0', '10236', '/', '11782', '16', '1.057,96', 'PLN']","24,1",16
5959,"Razem 28,2 0 15334 / 16208 4 426,89 PLN",WWL4795P,26-07-24,"['28,2', '0', '15334', '/', '16208', '4', '426,89', 'PLN']","28,2",4
6013,"Razem 24,6 0 11434 / 11696 11 779,48 PLN",WWL4795P,26-07-24,"['24,6', '0', '11434', '/', '11696', '11', '779,48', 'PLN']","24,6",11
6078,"Razem 28,6 0 20635 / 20635 5 755,44 PLN",WWL4795P,29-07-24,"['28,6', '0', '20635', '/', '20635', '5', '755,44', 'PLN']","28,6",5
6101,"Razem 26,0 0 15559 / 16820 11 1.094,95 PLN",WWL4795P,29-07-24,"['26,0', '0', '15559', '/', '16820', '11', '1.094,95', 'PLN']","26,0",11
6158,"Razem 22,8 0 8025 / 11715 4 534,75 PLN",WWL4795P,30-07-24,"['22,8', '0', '8025', '/', '11715', '4', '534,75', 'PLN']","22,8",4
6180,"Razem 25,6 0 9092 / 11713 10 889,79 PLN",WWL4795P,30-07-24,"['25,6', '0', '9092', '/', '11713', '10', '889,79', 'PLN']","25,6",10
6219,"Razem 20,4 0 12102 / 13066 3 397,80 PLN",WWL4795P,31-07-24,"['20,4', '0', '12102', '/', '13066', '3', '397,80', 'PLN']","20,4",3
6256,"Razem 24,9 0 9528 / 10246 9 795,55 PLN",WWL4795P,31-07-24,"['24,9', '0', '9528', '/', '10246', '9', '795,55', 'PLN']","24,9",9
6291,"Razem 24,6 0 5069 / 9538 6 605,55 PLN",WWL5794S,01-07-24,"['24,6', '0', '5069', '/', '9538', '6', '605,55', 'PLN']","24,6",6
6315,"Razem 27,8 0 11783 / 13660 13 957,98 PLN",WWL5794S,01-07-24,"['27,8', '0', '11783', '/', '13660', '13', '957,98', 'PLN']","27,8",13
6348,"Razem 25,8 0 10303 / 13910 16 1.185,06 PLN",WWL5794S,02-07-24,"['25,8', '0', '10303', '/', '13910', '16', '1.185,06', 'PLN']","25,8",16
6380,"Razem 27,6 0 6019 / 12143 7 748,85 PLN",WWL5794S,02-07-24,"['27,6', '0', '6019', '/', '12143', '7', '748,85', 'PLN']","27,6",7
6406,"Razem 23,1 0 5546 / 8334 3 468,17 PLN",WWL5794S,03-07-24,"['23,1', '0', '5546', '/', '8334', '3', '468,17', 'PLN']","23,1",3
6438,"Razem 25,9 0 9687 / 11948 21 1.095,88 PLN",WWL5794S,03-07-24,"['25,9', '0', '9687', '/', '11948', '21', '1.095,88', 'PLN']","25,9",21
6457,"Razem 17,0 0 12249 / 12249 1 651,31 PLN",WWL5794S,03-07-24,"['17,0', '0', '12249', '/', '12249', '1', '651,31', 'PLN']","17,0",1
6493,"Razem 27,4 0 10252 / 12823 6 638,90 PLN",WWL5794S,04-07-24,"['27,4', '0', '10252', '/', '12823', '6', '638,90', 'PLN']","27,4",6
6503,"Razem 22,2 0 7051 / 9175 17 809,22 PLN",WWL5794S,04-07-24,"['22,2', '0', '7051', '/', '9175', '17', '809,22', 'PLN']","22,2",17
6570,"Razem 26,2 0 7072 / 11468 6 693,31 PLN",WWL5794S,05-07-24,"['26,2', '0', '7072', '/', '11468', '6', '693,31', 'PLN']","26,2",6
6608,"Razem 19,7 0 8761 / 0 13 928,88 PLN",WWL5794S,05-07-24,"['19,7', '0', '8761', '/', '0', '13', '928,88', 'PLN']","19,7",13
6637,"Razem 28,3 0 8560 / 13661 6 806,93 PLN",WWL5794S,08-07-24,"['28,3', '0', '8560', '/', '13661', '6', '806,93', 'PLN']","28,3",6
6677,"Razem 25,5 0 7018 / 9848 13 756,30 PLN",WWL5794S,08-07-24,"['25,5', '0', '7018', '/', '9848', '13', '756,30', 'PLN']","25,5",13
6689,"Razem 3,5 0 525 / 0 3 369,17 PLN",WWL5794S,09-07-24,"['3,5', '0', '525', '/', '0', '3', '369,17', 'PLN']","3,5",3
6704,"Razem 25,2 0 11095 / 14153 16 1.018,85 PLN",WWL5794S,09-07-24,"['25,2', '0', '11095', '/', '14153', '16', '1.018,85', 'PLN']","25,2",16
6740,"Razem 1,0 0 150 / 187 1 23,02 PLN",WWL5794S,10-07-24,"['1,0', '0', '150', '/', '187', '1', '23,02', 'PLN']","1,0",1
6768,"Razem 26,5 0 7140 / 9792 6 596,87 PLN",WWL5794S,10-07-24,"['26,5', '0', '7140', '/', '9792', '6', '596,87', 'PLN']","26,5",6
6799,"Razem 24,2 0 9389 / 10325 18 916,67 PLN",WWL5794S,10-07-24,"['24,2', '0', '9389', '/', '10325', '18', '916,67', 'PLN']","24,2",18
6832,"Razem 27,0 0 7268 / 12001 9 776,12 PLN",WWL5794S,11-07-24,"['27,0', '0', '7268', '/', '12001', '9', '776,12', 'PLN']","27,0",9
6867,"Razem 26,5 0 10318 / 11600 17 1.070,80 PLN",WWL5794S,11-07-24,"['26,5', '0', '10318', '/', '11600', '17', '1.070,80', 'PLN']","26,5",17
6887,"Razem 24,5 0 8581 / 9783 4 444,92 PLN",WWL5794S,12-07-24,"['24,5', '0', '8581', '/', '9783', '4', '444,92', 'PLN']","24,5",4
6897,"Razem 26,0 0 11723 / 14156 8 902,06 PLN",WWL5794S,12-07-24,"['26,0', '0', '11723', '/', '14156', '8', '902,06', 'PLN']","26,0",8
6950,"Razem 27,6 0 9376 / 12380 6 680,14 PLN",WWL5794S,15-07-24,"['27,6', '0', '9376', '/', '12380', '6', '680,14', 'PLN']","27,6",6
6964,"Razem 21,5 0 7462 / 0 18 1.022,82 PLN",WWL5794S,15-07-24,"['21,5', '0', '7462', '/', '0', '18', '1.022,82', 'PLN']","21,5",18
7024,"Razem 28,5 0 5734 / 10565 6 678,19 PLN",WWL5794S,16-07-24,"['28,5', '0', '5734', '/', '10565', '6', '678,19', 'PLN']","28,5",6
7053,"Razem 24,2 0 6859 / 11604 13 928,88 PLN",WWL5794S,16-07-24,"['24,2', '0', '6859', '/', '11604', '13', '928,88', 'PLN']","24,2",13
7084,"Razem 27,3 0 5604 / 12113 6 752,52 PLN",WWL5794S,17-07-24,"['27,3', '0', '5604', '/', '12113', '6', '752,52', 'PLN']","27,3",6
7113,"Razem 24,5 0 8852 / 11001 15 908,05 PLN",WWL5794S,17-07-24,"['24,5', '0', '8852', '/', '11001', '15', '908,05', 'PLN']","24,5",15
7141,"Razem 22,2 0 10623 / 11788 5 493,97 PLN",WWL5794S,18-07-24,"['22,2', '0', '10623', '/', '11788', '5', '493,97', 'PLN']","22,2",5
7177,"Razem 28,0 0 10822 / 13791 19 1.246,57 PLN",WWL5794S,18-07-24,"['28,0', '0', '10822', '/', '13791', '19', '1.246,57', 'PLN']","28,0",19
7202,"Razem 23,4 0 6545 / 9276 8 640,36 PLN",WWL5794S,19-07-24,"['23,4', '0', '6545', '/', '9276', '8', '640,36', 'PLN']","23,4",8
7230,"Razem 26,8 0 8665 / 11780 15 970,69 PLN",WWL5794S,19-07-24,"['26,8', '0', '8665', '/', '11780', '15', '970,69', 'PLN']","26,8",15
7259,"Razem 24,5 0 8688 / 10935 5 599,73 PLN",WWL5794S,22-07-24,"['24,5', '0', '8688', '/', '10935', '5', '599,73', 'PLN']","24,5",5
7287,"Razem 23,1 0 5179 / 7592 15 758,33 PLN",WWL5794S,22-07-24,"['23,1', '0', '5179', '/', '7592', '15', '758,33', 'PLN']","23,1",15
7316,"Razem 27,2 0 8157 / 12737 6 663,33 PLN",WWL5794S,23-07-24,"['27,2', '0', '8157', '/', '12737', '6', '663,33', 'PLN']","27,2",6
7344,"Razem 25,9 0 8981 / 10657 11 862,72 PLN",WWL5794S,23-07-24,"['25,9', '0', '8981', '/', '10657', '11', '862,72', 'PLN']","25,9",11
7366,"Razem 25,8 0 4670 / 9846 5 620,45 PLN",WWL5794S,24-07-24,"['25,8', '0', '4670', '/', '9846', '5', '620,45', 'PLN']","25,8",5
7381,"Razem 26,8 0 8202 / 10011 15 930,14 PLN",WWL5794S,24-07-24,"['26,8', '0', '8202', '/', '10011', '15', '930,14', 'PLN']","26,8",15
7444,"Razem 29,3 0 6463 / 10791 9 797,54 PLN",WWL5794S,25-07-24,"['29,3', '0', '6463', '/', '10791', '9', '797,54', 'PLN']","29,3",9
7475,"Razem 25,5 0 7083 / 11855 14 944,73 PLN",WWL5794S,25-07-24,"['25,5', '0', '7083', '/', '11855', '14', '944,73', 'PLN']","25,5",14
7506,"Razem 21,5 0 4650 / 7956 6 553,64 PLN",WWL5794S,26-07-24,"['21,5', '0', '4650', '/', '7956', '6', '553,64', 'PLN']","21,5",6
7540,"Razem 26,3 0 8146 / 11230 14 974,83 PLN",WWL5794S,26-07-24,"['26,3', '0', '8146', '/', '11230', '14', '974,83', 'PLN']","26,3",14
7595,"Razem 25,3 0 4760 / 9137 5 596,35 PLN",WWL5794S,29-07-24,"['25,3', '0', '4760', '/', '9137', '5', '596,35', 'PLN']","25,3",5
7644,"Razem 26,5 0 8797 / 12755 13 1.007,92 PLN",WWL5794S,29-07-24,"['26,5', '0', '8797', '/', '12755', '13', '1.007,92', 'PLN']","26,5",13
7686,"Razem 28,4 0 6000 / 10433 7 730,99 PLN",WWL5794S,30-07-24,"['28,4', '0', '6000', '/', '10433', '7', '730,99', 'PLN']","28,4",7
7747,"Razem 25,7 0 11690 / 14055 16 1.174,78 PLN",WWL5794S,30-07-24,"['25,7', '0', '11690', '/', '14055', '16', '1.174,78', 'PLN']","25,7",16
7801,"Razem 24,9 0 4229 / 5348 7 481,90 PLN",WWL5794S,31-07-24,"['24,9', '0', '4229', '/', '5348', '7', '481,90', 'PLN']","24,9",7
7825,"Razem 27,1 0 8278 / 0 15 800,20 PLN",WWL5794S,31-07-24,"['27,1', '0', '8278', '/', '0', '15', '800,20', 'PLN']","27,1",15
7850,"Razem 26,2 0 10887 / 12470 3 569,63 PLN",WWL6856U,01-07-24,"['26,2', '0', '10887', '/', '12470', '3', '569,63', 'PLN']","26,2",3
7872,"Razem 23,5 0 13033 / 14405 11 987,92 PLN",WWL6856U,01-07-24,"['23,5', '0', '13033', '/', '14405', '11', '987,92', 'PLN']","23,5",11
7891,"Razem 23,9 0 6092 / 10708 13 952,40 PLN",WWL6856U,02-07-24,"['23,9', '0', '6092', '/', '10708', '13', '952,40', 'PLN']","23,9",13
7925,"Razem 24,1 0 6995 / 8373 4 485,92 PLN",WWL6856U,02-07-24,"['24,1', '0', '6995', '/', '8373', '4', '485,92', 'PLN']","24,1",4
7945,"Razem 30,0 0 7543 / 11049 4 584,08 PLN",WWL6856U,03-07-24,"['30,0', '0', '7543', '/', '11049', '4', '584,08', 'PLN']","30,0",4
7958,"Razem 24,1 0 9468 / 12253 17 1.038,50 PLN",WWL6856U,03-07-24,"['24,1', '0', '9468', '/', '12253', '17', '1.038,50', 'PLN']","24,1",17
8004,"Razem 26,5 0 9537 / 11392 4 565,44 PLN",WWL6856U,04-07-24,"['26,5', '0', '9537', '/', '11392', '4', '565,44', 'PLN']","26,5",4
8025,"Razem 23,6 0 6400 / 8421 14 818,26 PLN",WWL6856U,04-07-24,"['23,6', '0', '6400', '/', '8421', '14', '818,26', 'PLN']","23,6",14
8068,"Razem 28,2 0 6266 / 9049 3 474,91 PLN",WWL6856U,05-07-24,"['28,2', '0', '6266', '/', '9049', '3', '474,91', 'PLN']","28,2",3
8092,"Razem 27,3 0 7727 / 11214 11 930,47 PLN",WWL6856U,05-07-24,"['27,3', '0', '7727', '/', '11214', '11', '930,47', 'PLN']","27,3",11
8130,"Razem 31,0 0 9900 / 12451 5 613,41 PLN",WWL6856U,08-07-24,"['31,0', '0', '9900', '/', '12451', '5', '613,41', 'PLN']","31,0",5
8155,"Razem 26,1 0 13938 / 14886 12 1.015,83 PLN",WWL6856U,08-07-24,"['26,1', '0', '13938', '/', '14886', '12', '1.015,83', 'PLN']","26,1",12
8180,"Razem 23,2 0 8690 / 11923 4 564,51 PLN",WWL6856U,09-07-24,"['23,2', '0', '8690', '/', '11923', '4', '564,51', 'PLN']","23,2",4
8206,"Razem 24,3 0 7750 / 9445 8 775,29 PLN",WWL6856U,09-07-24,"['24,3', '0', '7750', '/', '9445', '8', '775,29', 'PLN']","24,3",8
8220,"Razem 23,3 0 8029 / 10663 5 610,93 PLN",WWL6856U,10-07-24,"['23,3', '0', '8029', '/', '10663', '5', '610,93', 'PLN']","23,3",5
8269,"Razem 26,8 0 3000 / 8104 14 700,75 PLN",WWL6856U,10-07-24,"['26,8', '0', '3000', '/', '8104', '14', '700,75', 'PLN']","26,8",14
8287,"Razem 27,3 0 5697 / 13325 6 795,87 PLN",WWL6856U,11-07-24,"['27,3', '0', '5697', '/', '13325', '6', '795,87', 'PLN']","27,3",6
8331,"Razem 22,8 0 7358 / 9879 15 984,20 PLN",WWL6856U,11-07-24,"['22,8', '0', '7358', '/', '9879', '15', '984,20', 'PLN']","22,8",15
8351,"Razem 25,5 0 7078 / 12704 5 738,56 PLN",WWL6856U,12-07-24,"['25,5', '0', '7078', '/', '12704', '5', '738,56', 'PLN']","25,5",5
8381,"Razem 26,8 0 6335 / 9229 11 728,14 PLN",WWL6856U,12-07-24,"['26,8', '0', '6335', '/', '9229', '11', '728,14', 'PLN']","26,8",11
8404,"Razem 27,0 0 4918 / 10656 4 580,31 PLN",WWL6856U,15-07-24,"['27,0', '0', '4918', '/', '10656', '4', '580,31', 'PLN']","27,0",4
8416,"Razem 25,3 0 7159 / 9216 18 858,68 PLN",WWL6856U,15-07-24,"['25,3', '0', '7159', '/', '9216', '18', '858,68', 'PLN']","25,3",18
8469,"Razem 25,3 0 6261 / 9163 5 564,98 PLN",WWL6856U,16-07-24,"['25,3', '0', '6261', '/', '9163', '5', '564,98', 'PLN']","25,3",5
8483,"Razem 24,5 0 8926 / 10287 15 941,26 PLN",WWL6856U,16-07-24,"['24,5', '0', '8926', '/', '10287', '15', '941,26', 'PLN']","24,5",15
8526,"Razem 24,5 0 8750 / 11331 7 753,25 PLN",WWL6856U,17-07-24,"['24,5', '0', '8750', '/', '11331', '7', '753,25', 'PLN']","24,5",7
8548,"Razem 26,0 0 12538 / 13235 10 867,57 PLN",WWL6856U,17-07-24,"['26,0', '0', '12538', '/', '13235', '10', '867,57', 'PLN']","26,0",10
8575,"Razem 33,0 0 4353 / 6609 5 415,67 PLN",WWL6856U,18-07-24,"['33,0', '0', '4353', '/', '6609', '5', '415,67', 'PLN']","33,0",5
8597,"Razem 24,8 0 13043 / 14488 11 1.019,43 PLN",WWL6856U,18-07-24,"['24,8', '0', '13043', '/', '14488', '11', '1.019,43', 'PLN']","24,8",11
8613,"Razem 26,0 0 8684 / 11870 5 673,74 PLN",WWL6856U,22-07-24,"['26,0', '0', '8684', '/', '11870', '5', '673,74', 'PLN']","26,0",5
8649,"Razem 25,6 0 13614 / 15244 10 941,99 PLN",WWL6856U,22-07-24,"['25,6', '0', '13614', '/', '15244', '10', '941,99', 'PLN']","25,6",10
8673,"Razem 24,0 0 10561 / 12472 2 415,41 PLN",WWL6856U,23-07-24,"['24,0', '0', '10561', '/', '12472', '2', '415,41', 'PLN']","24,0",2
8703,"Razem 24,6 0 9273 / 11918 12 896,92 PLN",WWL6856U,23-07-24,"['24,6', '0', '9273', '/', '11918', '12', '896,92', 'PLN']","24,6",12
8728,"Razem 29,3 0 4798 / 8433 4 488,77 PLN",WWL6856U,24-07-24,"['29,3', '0', '4798', '/', '8433', '4', '488,77', 'PLN']","29,3",4
8738,"Razem 22,1 0 7019 / 8903 15 843,96 PLN",WWL6856U,24-07-24,"['22,1', '0', '7019', '/', '8903', '15', '843,96', 'PLN']","22,1",15
8789,"Razem 26,5 0 8349 / 11800 4 575,56 PLN",WWL6856U,25-07-24,"['26,5', '0', '8349', '/', '11800', '4', '575,56', 'PLN']","26,5",4
8805,"Razem 21,7 0 7584 / 10090 13 938,29 PLN",WWL6856U,25-07-24,"['21,7', '0', '7584', '/', '10090', '13', '938,29', 'PLN']","21,7",13
8857,"Razem 25,3 0 5199 / 8698 4 493,54 PLN",WWL6856U,26-07-24,"['25,3', '0', '5199', '/', '8698', '4', '493,54', 'PLN']","25,3",4
8872,"Razem 28,0 0 12362 / 15286 12 1.116,38 PLN",WWL6856U,26-07-24,"['28,0', '0', '12362', '/', '15286', '12', '1.116,38', 'PLN']","28,0",12
8946,"Razem 24,3 0 5591 / 10181 7 655,54 PLN",WWL6856U,29-07-24,"['24,3', '0', '5591', '/', '10181', '7', '655,54', 'PLN']","24,3",7
8963,"Razem 24,6 0 9020 / 9802 10 831,33 PLN",WWL6856U,29-07-24,"['24,6', '0', '9020', '/', '9802', '10', '831,33', 'PLN']","24,6",10
9037,"Razem 25,8 0 6584 / 10959 5 651,56 PLN",WWL6856U,30-07-24,"['25,8', '0', '6584', '/', '10959', '5', '651,56', 'PLN']","25,8",5
9054,"Razem 24,8 0 9937 / 13489 12 959,21 PLN",WWL6856U,30-07-24,"['24,8', '0', '9937', '/', '13489', '12', '959,21', 'PLN']","24,8",12
9130,"Razem 27,0 0 5263 / 12464 4 674,82 PLN",WWL6856U,31-07-24,"['27,0', '0', '5263', '/', '12464', '4', '674,82', 'PLN']","27,0",4
9145,"Razem 25,4 0 8132 / 11786 9 891,80 PLN",WWL6856U,31-07-24,"['25,4', '0', '8132', '/', '11786', '9', '891,80', 'PLN']","25,4",9
9974,"Razem 13,1 0 4530 / 5464 5 401,92 PLN",WWL8513U,01-07-24,"['13,1', '0', '4530', '/', '5464', '5', '401,92', 'PLN']","13,1",5
9995,"Razem 16,0 0 5604 / 7994 12 815,28 PLN",WWL8513U,01-07-24,"['16,0', '0', '5604', '/', '7994', '12', '815,28', 'PLN']","16,0",12
10014,"Razem 10,5 0 2797 / 0 10 564,93 PLN",WWL8513U,02-07-24,"['10,5', '0', '2797', '/', '0', '10', '564,93', 'PLN']","10,5",10
10037,"Razem 14,2 0 6660 / 8218 7 637,59 PLN",WWL8513U,02-07-24,"['14,2', '0', '6660', '/', '8218', '7', '637,59', 'PLN']","14,2",7
10059,"Razem 16,3 0 6003 / 6880 5 521,02 PLN",WWL8513U,03-07-24,"['16,3', '0', '6003', '/', '6880', '5', '521,02', 'PLN']","16,3",5
10079,"Razem 17,1 0 4842 / 7709 11 725,19 PLN",WWL8513U,03-07-24,"['17,1', '0', '4842', '/', '7709', '11', '725,19', 'PLN']","17,1",11
10102,"Razem 15,8 0 2770 / 7120 8 567,44 PLN",WWL8513U,04-07-24,"['15,8', '0', '2770', '/', '7120', '8', '567,44', 'PLN']","15,8",8
10125,"Razem 16,6 0 4412 / 5619 11 581,66 PLN",WWL8513U,04-07-24,"['16,6', '0', '4412', '/', '5619', '11', '581,66', 'PLN']","16,6",11
10139,"Razem 5,2 0 2050 / 0 5 491,60 PLN",WWL8513U,05-07-24,"['5,2', '0', '2050', '/', '0', '5', '491,60', 'PLN']","5,2",5
10164,"Razem 16,2 0 5737 / 6914 13 724,69 PLN",WWL8513U,05-07-24,"['16,2', '0', '5737', '/', '6914', '13', '724,69', 'PLN']","16,2",13
10177,"Razem 15,6 0 7575 / 8740 4 541,32 PLN",WWL8513U,08-07-24,"['15,6', '0', '7575', '/', '8740', '4', '541,32', 'PLN']","15,6",4
10198,"Razem 16,1 0 4527 / 7384 12 717,07 PLN",WWL8513U,08-07-24,"['16,1', '0', '4527', '/', '7384', '12', '717,07', 'PLN']","16,1",12
10223,"Razem 14,7 0 6636 / 7208 6 571,80 PLN",WWL8513U,09-07-24,"['14,7', '0', '6636', '/', '7208', '6', '571,80', 'PLN']","14,7",6
10247,"Razem 15,8 0 5417 / 7521 14 772,83 PLN",WWL8513U,09-07-24,"['15,8', '0', '5417', '/', '7521', '14', '772,83', 'PLN']","15,8",14
10263,"Razem 14,5 0 4849 / 6248 8 611,18 PLN",WWL8513U,10-07-24,"['14,5', '0', '4849', '/', '6248', '8', '611,18', 'PLN']","14,5",8
10299,"Razem 15,9 0 4709 / 6050 11 629,05 PLN",WWL8513U,10-07-24,"['15,9', '0', '4709', '/', '6050', '11', '629,05', 'PLN']","15,9",11
10311,"Razem 9,7 0 8800 / 8800 2 299,12 PLN",WWL8513U,11-07-24,"['9,7', '0', '8800', '/', '8800', '2', '299,12', 'PLN']","9,7",2
10330,"Razem 16,2 0 5296 / 0 13 683,44 PLN",WWL8513U,11-07-24,"['16,2', '0', '5296', '/', '0', '13', '683,44', 'PLN']","16,2",13
10370,"Razem 13,1 0 5055 / 6086 6 527,04 PLN",WWL8513U,12-07-24,"['13,1', '0', '5055', '/', '6086', '6', '527,04', 'PLN']","13,1",6
10393,"Razem 15,8 0 4234 / 4904 12 546,44 PLN",WWL8513U,12-07-24,"['15,8', '0', '4234', '/', '4904', '12', '546,44', 'PLN']","15,8",12
10414,"Razem 15,0 0 7392 / 7601 5 402,43 PLN",WWL8513U,15-07-24,"['15,0', '0', '7392', '/', '7601', '5', '402,43', 'PLN']","15,0",5
10435,"Razem 16,1 0 4294 / 5333 11 602,26 PLN",WWL8513U,15-07-24,"['16,1', '0', '4294', '/', '5333', '11', '602,26', 'PLN']","16,1",11
10454,"Razem 11,9 0 3164 / 3885 6 389,36 PLN",WWL8513U,16-07-24,"['11,9', '0', '3164', '/', '3885', '6', '389,36', 'PLN']","11,9",6
10478,"Razem 16,6 0 5728 / 7875 11 774,50 PLN",WWL8513U,16-07-24,"['16,6', '0', '5728', '/', '7875', '11', '774,50', 'PLN']","16,6",11
10495,"Razem 16,2 0 6530 / 7263 3 433,46 PLN",WWL8513U,17-07-24,"['16,2', '0', '6530', '/', '7263', '3', '433,46', 'PLN']","16,2",3
10516,"Razem 15,7 0 4492 / 5859 12 629,01 PLN",WWL8513U,17-07-24,"['15,7', '0', '4492', '/', '5859', '12', '629,01', 'PLN']","15,7",12
10539,"Razem 13,0 0 7360 / 7518 5 455,40 PLN",WWL8513U,18-07-24,"['13,0', '0', '7360', '/', '7518', '5', '455,40', 'PLN']","13,0",5
10561,"Razem 16,9 0 4866 / 6706 12 707,20 PLN",WWL8513U,18-07-24,"['16,9', '0', '4866', '/', '6706', '12', '707,20', 'PLN']","16,9",12
10581,"Razem 16,7 0 4633 / 7673 4 368,89 PLN",WWL8513U,19-07-24,"['16,7', '0', '4633', '/', '7673', '4', '368,89', 'PLN']","16,7",4
10619,"Razem 16,3 0 6686 / 8358 13 862,33 PLN",WWL8513U,19-07-24,"['16,3', '0', '6686', '/', '8358', '13', '862,33', 'PLN']","16,3",13
10635,"Razem 9,4 0 4130 / 4610 5 411,85 PLN",WWL8513U,22-07-24,"['9,4', '0', '4130', '/', '4610', '5', '411,85', 'PLN']","9,4",5
10648,"Razem 16,3 0 4412 / 6442 14 673,44 PLN",WWL8513U,22-07-24,"['16,3', '0', '4412', '/', '6442', '14', '673,44', 'PLN']","16,3",14
10689,"Razem 12,4 0 8180 / 8208 4 426,81 PLN",WWL8513U,23-07-24,"['12,4', '0', '8180', '/', '8208', '4', '426,81', 'PLN']","12,4",4
10715,"Razem 16,7 0 5032 / 6012 14 699,36 PLN",WWL8513U,23-07-24,"['16,7', '0', '5032', '/', '6012', '14', '699,36', 'PLN']","16,7",14
10734,"Razem 10,7 0 1620 / 0 7 514,76 PLN",WWL8513U,24-07-24,"['10,7', '0', '1620', '/', '0', '7', '514,76', 'PLN']","10,7",7
10756,"Razem 16,0 0 5471 / 6487 12 706,19 PLN",WWL8513U,24-07-24,"['16,0', '0', '5471', '/', '6487', '12', '706,19', 'PLN']","16,0",12
10772,"Razem 12,7 0 5702 / 6131 4 431,92 PLN",WWL8513U,25-07-24,"['12,7', '0', '5702', '/', '6131', '4', '431,92', 'PLN']","12,7",4
