,A,reg_number,date,values,mpal,stops
1284,"Razem 15,7 0 5752 / 7100 12 715,34 PLN",TK3918T,08-12-23,"['15,7', '0', '5752', '/', '7100', '12', '715,34', 'PLN']","15,7",12
1312,"Razem 14,8 0 4965 / 6747 5 501,23 PLN",TK3918T,11-12-23,"['14,8', '0', '4965', '/', '6747', '5', '501,23', 'PLN']","14,8",5
1333,"Razem 14,7 0 5199 / 7565 12 738,89 PLN",TK3918T,11-12-23,"['14,7', '0', '5199', '/', '7565', '12', '738,89', 'PLN']","14,7",12
1349,"Razem 14,3 0 5988 / 7111 8 679,83 PLN",TK3918T,12-12-23,"['14,3', '0', '5988', '/', '7111', '8', '679,83', 'PLN']","14,3",8
1387,"Razem 16,0 0 6040 / 7810 11 736,45 PLN",TK3918T,12-12-23,"['16,0', '0', '6040', '/', '7810', '11', '736,45', 'PLN']","16,0",11
1406,"Razem 10,5 0 3589 / 4465 7 467,94 PLN",TK3918T,13-12-23,"['10,5', '0', '3589', '/', '4465', '7', '467,94', 'PLN']","10,5",7
1416,"Razem 16,2 0 6017 / 7782 11 823,76 PLN",TK3918T,13-12-23,"['16,2', '0', '6017', '/', '7782', '11', '823,76', 'PLN']","16,2",11
1456,"Razem 12,1 0 6053 / 6944 5 487,83 PLN",TK3918T,14-12-23,"['12,1', '0', '6053', '/', '6944', '5', '487,83', 'PLN']","12,1",5
1476,"Razem 17,5 0 5455 / 6996 9 678,81 PLN",TK3918T,14-12-23,"['17,5', '0', '5455', '/', '6996', '9', '678,81', 'PLN']","17,5",9
1499,"Razem 11,0 0 3667 / 4119 9 474,27 PLN",TK3918T,15-12-23,"['11,0', '0', '3667', '/', '4119', '9', '474,27', 'PLN']","11,0",9
1519,"Razem 16,0 0 5637 / 6517 11 702,01 PLN",TK3918T,15-12-23,"['16,0', '0', '5637', '/', '6517', '11', '702,01', 'PLN']","16,0",11
1539,"Razem 15,2 0 4683 / 6451 9 624,92 PLN",TK3918T,18-12-23,"['15,2', '0', '4683', '/', '6451', '9', '624,92', 'PLN']","15,2",9
1565,"Razem 14,7 0 3883 / 5774 12 641,69 PLN",TK3918T,18-12-23,"['14,7', '0', '3883', '/', '5774', '12', '641,69', 'PLN']","14,7",12
1581,"Razem 8,3 0 2470 / 3874 5 364,75 PLN",TK3918T,19-12-23,"['8,3', '0', '2470', '/', '3874', '5', '364,75', 'PLN']","8,3",5
1599,"Razem 16,3 0 4948 / 7111 8 683,43 PLN",TK3918T,19-12-23,"['16,3', '0', '4948', '/', '7111', '8', '683,43', 'PLN']","16,3",8
1623,"Razem 13,5 0 3408 / 6084 4 471,29 PLN",TK3918T,20-12-23,"['13,5', '0', '3408', '/', '6084', '4', '471,29', 'PLN']","13,5",4
1649,"Razem 16,8 0 4707 / 6974 14 788,03 PLN",TK3918T,20-12-23,"['16,8', '0', '4707', '/', '6974', '14', '788,03', 'PLN']","16,8",14
1664,"Razem 14,1 0 3387 / 4327 3 370,33 PLN",TK3918T,21-12-23,"['14,1', '0', '3387', '/', '4327', '3', '370,33', 'PLN']","14,1",3
1701,"Razem 15,6 0 3557 / 6624 13 700,39 PLN",TK3918T,21-12-23,"['15,6', '0', '3557', '/', '6624', '13', '700,39', 'PLN']","15,6",13
1718,"Razem 7,0 0 1268 / 2795 5 281,70 PLN",TK3918T,22-12-23,"['7,0', '0', '1268', '/', '2795', '5', '281,70', 'PLN']","7,0",5
1731,"Razem 14,3 0 4561 / 5686 13 636,92 PLN",TK3918T,22-12-23,"['14,3', '0', '4561', '/', '5686', '13', '636,92', 'PLN']","14,3",13
1862,"Razem 6,7 0 2343 / 2725 4 255,78 PLN",TK3918T,27-12-23,"['6,7', '0', '2343', '/', '2725', '4', '255,78', 'PLN']","6,7",4
1890,"Razem 13,1 0 3830 / 4428 12 541,58 PLN",TK3918T,27-12-23,"['13,1', '0', '3830', '/', '4428', '12', '541,58', 'PLN']","13,1",12
1933,"Razem 6,7 0 946 / 1569 4 169,55 PLN",TK3918T,28-12-23,"['6,7', '0', '946', '/', '1569', '4', '169,55', 'PLN']","6,7",4
1951,"Razem 15,8 0 5920 / 7682 10 679,22 PLN",TK3918T,28-12-23,"['15,8', '0', '5920', '/', '7682', '10', '679,22', 'PLN']","15,8",10
2023,"Razem 15,0 0 6798 / 7783 3 452,45 PLN",TK3918T,29-12-23,"['15,0', '0', '6798', '/', '7783', '3', '452,45', 'PLN']","15,0",3
2042,"Razem 14,8 0 2500 / 6079 10 582,99 PLN",TK3918T,29-12-23,"['14,8', '0', '2500', '/', '6079', '10', '582,99', 'PLN']","14,8",10
2093,"Razem 16,0 0 5166 / 8320 8 754,15 PLN",TK6206W,01-12-23,"['16,0', '0', '5166', '/', '8320', '8', '754,15', 'PLN']","16,0",8
2120,"Razem 18,7 0 6289 / 7851 17 893,25 PLN",TK6206W,01-12-23,"['18,7', '0', '6289', '/', '7851', '17', '893,25', 'PLN']","18,7",17
2137,"Razem 19,3 0 5395 / 9050 8 775,84 PLN",TK6206W,04-12-23,"['19,3', '0', '5395', '/', '9050', '8', '775,84', 'PLN']","19,3",8
2172,"Razem 13,8 0 3634 / 5366 10 552,44 PLN",TK6206W,04-12-23,"['13,8', '0', '3634', '/', '5366', '10', '552,44', 'PLN']","13,8",10
2190,"Razem 15,6 0 2716 / 5119 6 467,84 PLN",TK6206W,05-12-23,"['15,6', '0', '2716', '/', '5119', '6', '467,84', 'PLN']","15,6",6
2204,"Razem 14,8 0 5394 / 7230 13 752,84 PLN",TK6206W,05-12-23,"['14,8', '0', '5394', '/', '7230', '13', '752,84', 'PLN']","14,8",13
2239,"Razem 12,7 0 2384 / 5094 5 431,81 PLN",TK6206W,06-12-23,"['12,7', '0', '2384', '/', '5094', '5', '431,81', 'PLN']","12,7",5
2267,"Razem 18,8 0 3943 / 5381 16 685,87 PLN",TK6206W,06-12-23,"['18,8', '0', '3943', '/', '5381', '16', '685,87', 'PLN']","18,8",16
2287,"Razem 19,0 0 4279 / 8579 5 470,14 PLN",TK6206W,07-12-23,"['19,0', '0', '4279', '/', '8579', '5', '470,14', 'PLN']","19,0",5
2311,"Razem 17,5 0 5228 / 6421 13 693,72 PLN",TK6206W,07-12-23,"['17,5', '0', '5228', '/', '6421', '13', '693,72', 'PLN']","17,5",13
2329,"Razem 14,5 0 3746 / 6027 7 543,45 PLN",TK6206W,08-12-23,"['14,5', '0', '3746', '/', '6027', '7', '543,45', 'PLN']","14,5",7
2352,"Razem 13,7 0 3708 / 5552 10 593,28 PLN",TK6206W,08-12-23,"['13,7', '0', '3708', '/', '5552', '10', '593,28', 'PLN']","13,7",10
2374,"Razem 19,7 0 4777 / 8394 10 820,14 PLN",TK6206W,11-12-23,"['19,7', '0', '4777', '/', '8394', '10', '820,14', 'PLN']","19,7",10
2394,"Razem 16,6 0 7991 / 9002 14 877,17 PLN",TK6206W,11-12-23,"['16,6', '0', '7991', '/', '9002', '14', '877,17', 'PLN']","16,6",14
2430,"Razem 17,3 0 6026 / 7530 8 720,00 PLN",TK6206W,12-12-23,"['17,3', '0', '6026', '/', '7530', '8', '720,00', 'PLN']","17,3",8
2457,"Razem 20,4 0 4683 / 6581 15 734,49 PLN",TK6206W,12-12-23,"['20,4', '0', '4683', '/', '6581', '15', '734,49', 'PLN']","20,4",15
2481,"Razem 18,7 0 5105 / 9014 9 710,56 PLN",TK6206W,13-12-23,"['18,7', '0', '5105', '/', '9014', '9', '710,56', 'PLN']","18,7",9
2507,"Razem 18,1 0 4469 / 7177 17 796,58 PLN",TK6206W,13-12-23,"['18,1', '0', '4469', '/', '7177', '17', '796,58', 'PLN']","18,1",17
2522,"Razem 21,4 0 8516 / 10231 6 699,20 PLN",TK6206W,14-12-23,"['21,4', '0', '8516', '/', '10231', '6', '699,20', 'PLN']","21,4",6
2561,"Razem 18,3 0 5062 / 7662 12 762,46 PLN",TK6206W,14-12-23,"['18,3', '0', '5062', '/', '7662', '12', '762,46', 'PLN']","18,3",12
2579,"Razem 12,5 0 2558 / 4572 5 375,93 PLN",TK6206W,15-12-23,"['12,5', '0', '2558', '/', '4572', '5', '375,93', 'PLN']","12,5",5
2589,"Razem 18,0 0 4391 / 6266 15 715,64 PLN",TK6206W,15-12-23,"['18,0', '0', '4391', '/', '6266', '15', '715,64', 'PLN']","18,0",15
2632,"Razem 15,9 0 3184 / 7138 7 679,53 PLN",TK6206W,18-12-23,"['15,9', '0', '3184', '/', '7138', '7', '679,53', 'PLN']","15,9",7
2656,"Razem 18,0 0 6083 / 7478 15 834,98 PLN",TK6206W,18-12-23,"['18,0', '0', '6083', '/', '7478', '15', '834,98', 'PLN']","18,0",15
2688,"Razem 14,0 0 2672 / 5180 7 442,69 PLN",TK6206W,19-12-23,"['14,0', '0', '2672', '/', '5180', '7', '442,69', 'PLN']","14,0",7
2712,"Razem 15,7 0 5173 / 6973 14 739,18 PLN",TK6206W,19-12-23,"['15,7', '0', '5173', '/', '6973', '14', '739,18', 'PLN']","15,7",14
2723,"Razem 16,2 0 5440 / 6870 10 670,46 PLN",TK6206W,20-12-23,"['16,2', '0', '5440', '/', '6870', '10', '670,46', 'PLN']","16,2",10
2769,"Razem 17,3 0 6762 / 8017 14 855,19 PLN",TK6206W,20-12-23,"['17,3', '0', '6762', '/', '8017', '14', '855,19', 'PLN']","17,3",14
2789,"Razem 19,5 0 3994 / 8212 6 615,38 PLN",TK6206W,21-12-23,"['19,5', '0', '3994', '/', '8212', '6', '615,38', 'PLN']","19,5",6
2814,"Razem 19,7 0 5752 / 6559 11 680,87 PLN",TK6206W,21-12-23,"['19,7', '0', '5752', '/', '6559', '11', '680,87', 'PLN']","19,7",11
2827,"Razem 4,0 0 898 / 1200 3 124,37 PLN",TK6206W,22-12-23,"['4,0', '0', '898', '/', '1200', '3', '124,37', 'PLN']","4,0",3
2851,"Razem 17,5 0 6306 / 7990 13 726,31 PLN",TK6206W,22-12-23,"['17,5', '0', '6306', '/', '7990', '13', '726,31', 'PLN']","17,5",13
2968,"Razem 13,5 0 3575 / 5366 4 410,71 PLN",TK6206W,27-12-23,"['13,5', '0', '3575', '/', '5366', '4', '410,71', 'PLN']","13,5",4
2986,"Razem 17,4 0 4903 / 7093 13 761,12 PLN",TK6206W,27-12-23,"['17,4', '0', '4903', '/', '7093', '13', '761,12', 'PLN']","17,4",13
3053,"Razem 11,1 0 5650 / 5650 3 364,05 PLN",TK6206W,28-12-23,"['11,1', '0', '5650', '/', '5650', '3', '364,05', 'PLN']","11,1",3
3070,"Razem 13,8 0 6444 / 7196 7 608,87 PLN",TK6206W,28-12-23,"['13,8', '0', '6444', '/', '7196', '7', '608,87', 'PLN']","13,8",7
3129,"Razem 17,5 0 6950 / 8473 2 274,64 PLN",TK6206W,29-12-23,"['17,5', '0', '6950', '/', '8473', '2', '274,64', 'PLN']","17,5",2
3149,"Razem 16,6 0 6251 / 7251 11 645,25 PLN",TK6206W,29-12-23,"['16,6', '0', '6251', '/', '7251', '11', '645,25', 'PLN']","16,6",11
3173,"Razem 14,3 0 6015 / 6834 4 693,20 PLN",TK6608V,01-12-23,"['14,3', '0', '6015', '/', '6834', '4', '693,20', 'PLN']","14,3",4
3198,"Razem 17,8 0 3098 / 5285 11 778,68 PLN",TK6608V,01-12-23,"['17,8', '0', '3098', '/', '5285', '11', '778,68', 'PLN']","17,8",11
3215,"Razem 17,4 0 9111 / 9111 4 759,36 PLN",TK6608V,04-12-23,"['17,4', '0', '9111', '/', '9111', '4', '759,36', 'PLN']","17,4",4
3253,"Razem 12,0 0 5710 / 6401 14 950,68 PLN",TK6608V,04-12-23,"['12,0', '0', '5710', '/', '6401', '14', '950,68', 'PLN']","12,0",14
3275,"Razem 18,4 0 7747 / 7747 5 731,96 PLN",TK6608V,05-12-23,"['18,4', '0', '7747', '/', '7747', '5', '731,96', 'PLN']","18,4",5
3300,"Razem 14,5 0 6770 / 6958 8 841,92 PLN",TK6608V,05-12-23,"['14,5', '0', '6770', '/', '6958', '8', '841,92', 'PLN']","14,5",8
3321,"Razem 16,2 0 4983 / 6799 3 620,05 PLN",TK6608V,06-12-23,"['16,2', '0', '4983', '/', '6799', '3', '620,05', 'PLN']","16,2",3
3340,"Razem 19,9 0 5847 / 9571 12 1.141,04 PLN",TK6608V,06-12-23,"['19,9', '0', '5847', '/', '9571', '12', '1.141,04', 'PLN']","19,9",12
3376,"Razem 15,6 0 6803 / 7250 6 819,13 PLN",TK6608V,07-12-23,"['15,6', '0', '6803', '/', '7250', '6', '819,13', 'PLN']","15,6",6
3399,"Razem 16,7 0 4402 / 5949 13 922,59 PLN",TK6608V,07-12-23,"['16,7', '0', '4402', '/', '5949', '13', '922,59', 'PLN']","16,7",13
3422,"Razem 17,7 0 8548 / 8576 4 757,18 PLN",TK6608V,08-12-23,"['17,7', '0', '8548', '/', '8576', '4', '757,18', 'PLN']","17,7",4
3442,"Razem 11,7 0 3411 / 3577 10 539,62 PLN",TK6608V,08-12-23,"['11,7', '0', '3411', '/', '3577', '10', '539,62', 'PLN']","11,7",10
3461,"Razem 13,9 0 7079 / 7243 6 867,49 PLN",TK6608V,11-12-23,"['13,9', '0', '7079', '/', '7243', '6', '867,49', 'PLN']","13,9",6
3489,"Razem 12,9 0 3084 / 4628 14 778,52 PLN",TK6608V,11-12-23,"['12,9', '0', '3084', '/', '4628', '14', '778,52', 'PLN']","12,9",14
3508,"Razem 15,5 0 5519 / 8541 4 703,65 PLN",TK6608V,12-12-23,"['15,5', '0', '5519', '/', '8541', '4', '703,65', 'PLN']","15,5",4
3526,"Razem 17,4 0 5706 / 7341 11 966,06 PLN",TK6608V,12-12-23,"['17,4', '0', '5706', '/', '7341', '11', '966,06', 'PLN']","17,4",11
3563,"Razem 14,8 0 4542 / 4933 5 560,31 PLN",TK6608V,13-12-23,"['14,8', '0', '4542', '/', '4933', '5', '560,31', 'PLN']","14,8",5
3588,"Razem 17,7 0 3992 / 5722 16 913,59 PLN",TK6608V,13-12-23,"['17,7', '0', '3992', '/', '5722', '16', '913,59', 'PLN']","17,7",16
3605,"Razem 12,3 0 7063 / 7068 5 683,34 PLN",TK6608V,14-12-23,"['12,3', '0', '7063', '/', '7068', '5', '683,34', 'PLN']","12,3",5
3656,"Razem 17,1 0 3263 / 4577 11 643,02 PLN",TK6608V,14-12-23,"['17,1', '0', '3263', '/', '4577', '11', '643,02', 'PLN']","17,1",11
3671,"Razem 13,5 0 6183 / 7545 3 642,48 PLN",TK6608V,15-12-23,"['13,5', '0', '6183', '/', '7545', '3', '642,48', 'PLN']","13,5",3
3699,"Razem 16,9 0 4418 / 5630 13 846,96 PLN",TK6608V,15-12-23,"['16,9', '0', '4418', '/', '5630', '13', '846,96', 'PLN']","16,9",13
3720,"Razem 16,3 0 3830 / 6670 7 814,56 PLN",TK6608V,18-12-23,"['16,3', '0', '3830', '/', '6670', '7', '814,56', 'PLN']","16,3",7
3736,"Razem 13,2 0 5661 / 7039 13 905,26 PLN",TK6608V,18-12-23,"['13,2', '0', '5661', '/', '7039', '13', '905,26', 'PLN']","13,2",13
3778,"Razem 18,6 0 7018 / 7401 5 625,26 PLN",TK6608V,19-12-23,"['18,6', '0', '7018', '/', '7401', '5', '625,26', 'PLN']","18,6",5
3801,"Razem 14,5 0 6124 / 7610 13 1.110,56 PLN",TK6608V,19-12-23,"['14,5', '0', '6124', '/', '7610', '13', '1.110,56', 'PLN']","14,5",13
3823,"Razem 12,8 0 3370 / 5203 3 426,67 PLN",TK6608V,20-12-23,"['12,8', '0', '3370', '/', '5203', '3', '426,67', 'PLN']","12,8",3
3846,"Razem 16,8 0 6278 / 6508 14 890,47 PLN",TK6608V,20-12-23,"['16,8', '0', '6278', '/', '6508', '14', '890,47', 'PLN']","16,8",14
3864,"Razem 14,2 0 4341 / 7207 4 580,46 PLN",TK6608V,21-12-23,"['14,2', '0', '4341', '/', '7207', '4', '580,46', 'PLN']","14,2",4
3889,"Razem 18,4 0 7434 / 8243 13 1.065,23 PLN",TK6608V,21-12-23,"['18,4', '0', '7434', '/', '8243', '13', '1.065,23', 'PLN']","18,4",13
3901,"Razem 2,7 0 1180 / 1180 2 160,86 PLN",TK6608V,22-12-23,"['2,7', '0', '1180', '/', '1180', '2', '160,86', 'PLN']","2,7",2
3924,"Razem 15,1 0 5894 / 6364 13 913,58 PLN",TK6608V,22-12-23,"['15,1', '0', '5894', '/', '6364', '13', '913,58', 'PLN']","15,1",13
4036,"Razem 5,2 0 1085 / 2595 3 289,28 PLN",TK6608V,27-12-23,"['5,2', '0', '1085', '/', '2595', '3', '289,28', 'PLN']","5,2",3
4052,"Razem 14,4 0 4417 / 5961 7 712,35 PLN",TK6608V,27-12-23,"['14,4', '0', '4417', '/', '5961', '7', '712,35', 'PLN']","14,4",7
4106,"Razem 6,8 0 2394 / 2974 5 378,83 PLN",TK6608V,28-12-23,"['6,8', '0', '2394', '/', '2974', '5', '378,83', 'PLN']","6,8",5
4128,"Razem 13,6 0 2110 / 3335 13 614,28 PLN",TK6608V,28-12-23,"['13,6', '0', '2110', '/', '3335', '13', '614,28', 'PLN']","13,6",13
4181,"Razem 17,3 0 4679 / 7296 3 472,53 PLN",TK6608V,29-12-23,"['17,3', '0', '4679', '/', '7296', '3', '472,53', 'PLN']","17,3",3
4201,"Razem 18,7 0 6973 / 8345 11 1.053,54 PLN",TK6608V,29-12-23,"['18,7', '0', '6973', '/', '8345', '11', '1.053,54', 'PLN']","18,7",11
4225,"Razem 19,7 0 3430 / 3975 5 351,52 PLN",WWL4795P,01-12-23,"['19,7', '0', '3430', '/', '3975', '5', '351,52', 'PLN']","19,7",5
4248,"Razem 25,7 0 13863 / 14853 14 938,08 PLN",WWL4795P,01-12-23,"['25,7', '0', '13863', '/', '14853', '14', '938,08', 'PLN']","25,7",14
4267,"Razem 24,9 0 10772 / 12079 14 1.032,18 PLN",WWL4795P,04-12-23,"['24,9', '0', '10772', '/', '12079', '14', '1.032,18', 'PLN']","24,9",14
4302,"Razem 23,0 0 5868 / 10598 3 382,20 PLN",WWL4795P,04-12-23,"['23,0', '0', '5868', '/', '10598', '3', '382,20', 'PLN']","23,0",3
4332,"Razem 25,0 0 9058 / 11650 8 792,03 PLN",WWL4795P,05-12-23,"['25,0', '0', '9058', '/', '11650', '8', '792,03', 'PLN']","25,0",8
4357,"Razem 23,6 0 7827 / 10147 10 854,78 PLN",WWL4795P,05-12-23,"['23,6', '0', '7827', '/', '10147', '10', '854,78', 'PLN']","23,6",10
4380,"Razem 20,5 0 11122 / 12009 5 641,38 PLN",WWL4795P,06-12-23,"['20,5', '0', '11122', '/', '12009', '5', '641,38', 'PLN']","20,5",5
4397,"Razem 23,5 0 10540 / 13154 12 1.051,47 PLN",WWL4795P,06-12-23,"['23,5', '0', '10540', '/', '13154', '12', '1.051,47', 'PLN']","23,5",12
4436,"Razem 21,2 0 10217 / 11784 6 626,62 PLN",WWL4795P,07-12-23,"['21,2', '0', '10217', '/', '11784', '6', '626,62', 'PLN']","21,2",6
4461,"Razem 26,2 0 8481 / 14663 14 1.159,25 PLN",WWL4795P,07-12-23,"['26,2', '0', '8481', '/', '14663', '14', '1.159,25', 'PLN']","26,2",14
4493,"Razem 17,0 0 5900 / 8894 5 602,39 PLN",WWL4795P,08-12-23,"['17,0', '0', '5900', '/', '8894', '5', '602,39', 'PLN']","17,0",5
4521,"Razem 26,3 0 8688 / 11211 10 870,12 PLN",WWL4795P,08-12-23,"['26,3', '0', '8688', '/', '11211', '10', '870,12', 'PLN']","26,3",10
4531,"Razem 23,6 0 6190 / 8903 7 724,78 PLN",WWL4795P,11-12-23,"['23,6', '0', '6190', '/', '8903', '7', '724,78', 'PLN']","23,6",7
4595,"Razem 20,5 0 4992 / 7083 14 726,27 PLN",WWL4795P,11-12-23,"['20,5', '0', '4992', '/', '7083', '14', '726,27', 'PLN']","20,5",14
4612,"Razem 21,8 0 12068 / 13740 4 516,14 PLN",WWL4795P,12-12-23,"['21,8', '0', '12068', '/', '13740', '4', '516,14', 'PLN']","21,8",4
4650,"Razem 26,1 0 14894 / 15529 9 866,23 PLN",WWL4795P,12-12-23,"['26,1', '0', '14894', '/', '15529', '9', '866,23', 'PLN']","26,1",9
4672,"Razem 25,0 0 14684 / 15895 5 648,85 PLN",WWL4795P,13-12-23,"['25,0', '0', '14684', '/', '15895', '5', '648,85', 'PLN']","25,0",5
4695,"Razem 24,2 0 9368 / 10723 11 876,93 PLN",WWL4795P,13-12-23,"['24,2', '0', '9368', '/', '10723', '11', '876,93', 'PLN']","24,2",11
4724,"Razem 26,2 0 8180 / 11525 7 709,55 PLN",WWL4795P,14-12-23,"['26,2', '0', '8180', '/', '11525', '7', '709,55', 'PLN']","26,2",7
4737,"Razem 26,8 0 13485 / 13588 9 868,54 PLN",WWL4795P,14-12-23,"['26,8', '0', '13485', '/', '13588', '9', '868,54', 'PLN']","26,8",9
4778,"Razem 24,0 0 11990 / 13700 4 525,55 PLN",WWL4795P,15-12-23,"['24,0', '0', '11990', '/', '13700', '4', '525,55', 'PLN']","24,0",4
4800,"Razem 24,5 0 12116 / 12685 6 704,63 PLN",WWL4795P,15-12-23,"['24,5', '0', '12116', '/', '12685', '6', '704,63', 'PLN']","24,5",6
4823,"Razem 25,5 0 12625 / 14562 3 530,29 PLN",WWL4795P,18-12-23,"['25,5', '0', '12625', '/', '14562', '3', '530,29', 'PLN']","25,5",3
